last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,twitter,facebook,youtube_id,bioguide_id,wikipedia_id
Rubio,Marco,,,,Marco Rubio,1971-05-28,M,sen,FL,,3,Republican,https://www.rubio.senate.gov,284 Russell Senate Office Building Washington DC 20510,202-224-3041,SenRubioPress,SenatorMarcoRubio,UCh8t7sV_DBKz4A-RkL9feyg,R000595,Marco Rubio
Ruppersberger,C.,A. Dutch,,,C. A. Dutch Ruppersberger,1946-01-31,M,rep,MD,2,,Democrat,https://ruppersberger.house.gov,2206 Rayburn House Office Building; Washington DC 20515-2002,202-225-3061,Call_Me_Dutch,DutchRupp,UCk2S9iSHNpo1E1A7qZ0SPIw,R000576,Dutch Ruppersberger
Rush,Bobby,L.,,,Bobby L. Rush,1946-11-23,M,rep,IL,1,,Democrat,https://rush.house.gov,2188 Rayburn House Office Building; Washington DC 20515-1301,202-225-4372,RepBobbyRush,congressmanbobbyrush,UCbWqxBnS_w_uFTdQAL0YH5g,R000515,Bobby Rush
Ryan,Tim,J.,,,Tim Ryan,1973-07-16,M,rep,OH,13,,Democrat,https://timryan.house.gov,1126 Longworth House Office Building; Washington DC 20515-3513,202-225-5261,RepTimRyan,timryan,UCjAFlYCheFKjGg_Pxc2VOFA,R000577,Tim Ryan (politician)
Sablan,Gregorio,Kilili Camacho,,,Gregorio Kilili Camacho Sablan,1955-01-19,M,rep,MP,0,,Democrat,https://sablan.house.gov,2411 Rayburn House Office Building; Washington DC 20515-5201,202-225-2646,Kilili_Sablan,153423912663,UC-fbzxBSiC98eAE2goaANVQ,S001177,Gregorio Sablan
Sarbanes,John,P.,,,John P. Sarbanes,1962-05-22,M,rep,MD,3,,Democrat,https://sarbanes.house.gov,2370 Rayburn House Office Building; Washington DC 20515-2003,202-225-4016,RepSarbanes,RepSarbanes,UCCypi0IDTr-XxlAXsJCdBZQ,S001168,John Sarbanes
Scalise,Steve,Joseph,,,Steve Scalise,1965-10-06,M,rep,LA,1,,Republican,https://scalise.house.gov,2049 Rayburn House Office Building; Washington DC 20515-1801,202-225-3015,SteveScalise,RepSteveScalise,UCmYveHBVXVBRxl7GiCL-gjw,S001176,Steve Scalise
Schakowsky,Janice,D.,,Jan,Janice D. Schakowsky,1944-05-26,F,rep,IL,9,,Democrat,https://schakowsky.house.gov,2367 Rayburn House Office Building; Washington DC 20515-1309,202-225-2111,JanSchakowsky,janschakowsky,UCuCHHPSENUEaaeH8n_CYDXQ,S001145,Jan Schakowsky
Schiff,Adam,B.,,,Adam B. Schiff,1960-06-22,M,rep,CA,28,,Democrat,https://schiff.house.gov,2269 Rayburn House Office Building; Washington DC 20515-0528,202-225-4176,RepAdamSchiff,RepAdamSchiff,UCadiUi-KZoFk1K5ZDsluLcA,S001150,Adam Schiff
Schrader,Kurt,,,,Kurt Schrader,1951-10-19,M,rep,OR,5,,Democrat,https://schrader.house.gov,2431 Rayburn House Office Building; Washington DC 20515-3705,202-225-5711,RepSchrader,repschrader,UCrWRXVaGJtcImc_kknuDsAw,S001180,Kurt Schrader
Schumer,Charles,E.,,Chuck,Charles E. Schumer,1950-11-23,M,sen,NY,,3,Democrat,https://www.schumer.senate.gov,322 Hart Senate Office Building Washington DC 20510,202-224-6542,SenSchumer,senschumer,UC-ABttxh8uQv_10qmwGaidw,S000148,Chuck Schumer
Schweikert,David,,,,David Schweikert,1962-03-03,M,rep,AZ,6,,Republican,https://schweikert.house.gov,1526 Longworth House Office Building; Washington DC 20515-0306,202-225-2190,RepDavid,repdavidschweikert,UCVvuNVzkOUp7p_Pzkc6Zuvw,S001183,David Schweikert
Scott,Austin,,,,Austin Scott,1969-12-10,M,rep,GA,8,,Republican,https://austinscott.house.gov,2417 Rayburn House Office Building; Washington DC 20515-1008,202-225-6531,AustinScottGA08,RepAustinScott,UC5M7eKHKQStktMyjieiHYZQ,S001189,Austin Scott (politician)
Scott,David,,,,David Scott,1945-06-27,M,rep,GA,13,,Democrat,https://davidscott.house.gov,225 Cannon House Office Building; Washington DC 20515-1013,202-225-2939,RepDavidScott,113303673339,UCgf28zRkLSqAUiPuJhGdF0w,S001157,David Scott (Georgia politician)
Scott,Robert,C.,,Bobby,"Robert C. ""Bobby"" Scott",1947-04-30,M,rep,VA,3,,Democrat,https://bobbyscott.house.gov,1201 Longworth House Office Building; Washington DC 20515-4603,202-225-8351,BobbyScott,RepBobbyScott,UCdNNcpw8arCsUp55JwK_QAA,S000185,Bobby Scott (politician)
Scott,Tim,,,,Tim Scott,1965-09-19,M,sen,SC,,3,Republican,https://www.scott.senate.gov,104 Hart Senate Office Building Washington DC 20510,202-224-6121,SenatorTimScott,SenatorTimScott,UCSfAsbG80CNInSKrtpKoL-w,S001184,Tim Scott
Sensenbrenner,F.,James,Jr.,,"F. James Sensenbrenner, Jr.",1943-06-14,M,rep,WI,5,,Republican,https://sensenbrenner.house.gov,2449 Rayburn House Office Building; Washington DC 20515-4905,202-225-5101,JimPressOffice,RepSensenbrenner,UCUNfNsc2CVsqivJ2wThQF6A,S000244,Jim Sensenbrenner
Serrano,José,E.,,,José E. Serrano,1943-10-24,M,rep,NY,15,,Democrat,https://serrano.house.gov,2354 Rayburn House Office Building; Washington DC 20515-3215,202-225-4361,RepJoseSerrano,RepJoseSerrano,,S000248,José E. Serrano
Sewell,Terri,A.,,,Terri A. Sewell,1965-01-01,F,rep,AL,7,,Democrat,https://sewell.house.gov,2201 Rayburn House Office Building; Washington DC 20515-0107,202-225-2665,RepTerriSewell,RepSewell,UCHkEHtfrfUWOFtbUFQTQH7Q,S001185,Terri Sewell
Shelby,Richard,C.,,,Richard C. Shelby,1934-05-06,M,sen,AL,,3,Republican,https://www.shelby.senate.gov,304 Russell Senate Office Building Washington DC 20510,202-224-5744,SenShelby,RichardShelby,UCyMzDCRZrmhr_OGDjVuAeJw,S000320,Richard Shelby
Sherman,Brad,J.,,,Brad Sherman,1954-10-24,M,rep,CA,30,,Democrat,https://sherman.house.gov,2181 Rayburn House Office Building; Washington DC 20515-0530,202-225-5911,BradSherman,63158229861,UCPisrz6-SLwVy2l9Mcy8kug,S000344,Brad Sherman
Shimkus,John,M.,,,John Shimkus,1958-02-21,M,rep,IL,15,,Republican,https://shimkus.house.gov,2217 Rayburn House Office Building; Washington DC 20515-1315,202-225-5271,RepShimkus,repshimkus,UCVXSvuk-csQRKBI0oPzcEnw,S000364,John Shimkus
Simpson,Michael,K.,,Mike,Michael K. Simpson,1950-09-08,M,rep,ID,2,,Republican,https://simpson.house.gov,2084 Rayburn House Office Building; Washington DC 20515-1202,202-225-5531,CongMikeSimpson,96007744606,UCNXe0rJJeULTAP_7oyQNw8g,S001148,Mike Simpson
Sires,Albio,,,,Albio Sires,1951-01-26,M,rep,NJ,8,,Democrat,https://sires.house.gov,2268 Rayburn House Office Building; Washington DC 20515-3008,202-225-7919,RepSires,81058818750,UCfdEcWPNGoIxpYoTANF4PBA,S001165,Albio Sires
Smith,Adam,,,,Adam Smith,1965-06-15,M,rep,WA,9,,Democrat,https://adamsmith.house.gov,2264 Rayburn House Office Building; Washington DC 20515-4709,202-225-8901,RepAdamSmith,RepAdamSmith,UCcrHso483LOfC6WwDnzAh-g,S000510,Adam Smith (politician)
Smith,Adrian,,,,Adrian Smith,1970-12-19,M,rep,NE,3,,Republican,https://adriansmith.house.gov,502 Cannon House Office Building; Washington DC 20515-2703,202-225-6435,RepAdrianSmith,,UCIgn2z-hwxx_aeggnyhv54Q,S001172,Adrian Smith (politician)
Smith,Christopher,H.,,Chris,Christopher H. Smith,1953-03-04,M,rep,NJ,4,,Republican,https://chrissmith.house.gov,2373 Rayburn House Office Building; Washington DC 20515-3004,202-225-3765,RepChrisSmith,RepChrisSmith,UCtCNUDo3-I1gsd_03ppDfZg,S000522,Chris Smith (New Jersey politician)
Speier,Jackie,,,,Jackie Speier,1950-05-14,F,rep,CA,14,,Democrat,https://speier.house.gov,2465 Rayburn House Office Building; Washington DC 20515-0514,202-225-3531,RepSpeier,JackieSpeier,UCevmyTb0HSO8irVaR2gYyoA,S001175,Jackie Speier
Stivers,Steve,,,,Steve Stivers,1965-03-24,M,rep,OH,15,,Republican,https://stivers.house.gov,2234 Rayburn House Office Building; Washington DC 20515-3515,202-225-2015,RepSteveStivers,116058275133542,UCfZrE20pIcR-LeFUV7r2Ixw,S001187,Steve Stivers
Sánchez,Linda,T.,,,Linda T. Sánchez,1969-01-28,F,rep,CA,38,,Democrat,https://lindasanchez.house.gov,2329 Rayburn House Office Building; Washington DC 20515-0538,202-225-6676,RepLindaSanchez,CongresswomanLindaSanchez,UCu1K6uHxjMgj2mvzM7O9-ow,S001156,Linda Sánchez
Thompson,Bennie,G.,,,Bennie G. Thompson,1948-01-28,M,rep,MS,2,,Democrat,https://benniethompson.house.gov,2466 Rayburn House Office Building; Washington DC 20515-2402,202-225-5876,BennieGThompson,CongressmanBennieGThompson,UCzt2pBxh0dI24kYrWretXRw,T000193,Bennie Thompson
Thompson,Mike,Michael,,,Mike Thompson,1951-01-24,M,rep,CA,5,,Democrat,https://mikethompson.house.gov,406 Cannon House Office Building; Washington DC 20515-0505,202-225-3311,RepThompson,RepMikeThompson,UC6pGbtqHZYZmScFGSz5bbdg,T000460,Mike Thompson (California politician)
Thompson,Glenn,,,,Glenn Thompson,1959-07-27,M,rep,PA,15,,Republican,https://thompson.house.gov,400 Cannon House Office Building; Washington DC 20515-3815,202-225-5121,CongressmanGT,CongressmanGT,UCNWX7lbWWvnNdzVMFI9DRiQ,T000467,Glenn Thompson (politician)
Thornberry,Mac,M.,,,Mac Thornberry,1958-07-15,M,rep,TX,13,,Republican,https://thornberry.house.gov,2208 Rayburn House Office Building; Washington DC 20515-4313,202-225-3706,MacTXPress,repmacthornberry,UCIfCqubtIZnQDwDS8YNmL2A,T000238,Mac Thornberry
Thune,John,,,,John Thune,1961-01-07,M,sen,SD,,3,Republican,https://www.thune.senate.gov,511 Dirksen Senate Office Building Washington DC 20510,202-224-2321,SenJohnThune,,UCRu6lpRfxhkDGUrKDgQNZYQ,T000250,John Thune
Tipton,Scott,R.,,,Scott R. Tipton,1956-11-09,M,rep,CO,3,,Republican,https://tipton.house.gov,218 Cannon House Office Building; Washington DC 20515-0603,202-225-4761,RepTipton,CongressmanScottTipton,UCh9ssh1dvzpr1HOWaFm8rcg,T000470,Scott Tipton
Tonko,Paul,,,,Paul Tonko,1949-06-18,M,rep,NY,20,,Democrat,https://tonko.house.gov,2369 Rayburn House Office Building; Washington DC 20515-3220,202-225-5076,RepPaulTonko,reppaultonko,UC3P2SGFmmuCYRsjeso0hOQQ,T000469,Paul Tonko
Toomey,Patrick,J.,,Pat,Patrick J. Toomey,1961-11-17,M,sen,PA,,3,Republican,https://www.toomey.senate.gov,248 Russell Senate Office Building Washington DC 20510,202-224-4254,SenToomey,senatortoomey,UCDUM4FFU1p-_YuHqmBglyXw,T000461,Pat Toomey
Turner,Michael,R.,,,Michael R. Turner,1960-01-11,M,rep,OH,10,,Republican,https://turner.house.gov,2082 Rayburn House Office Building; Washington DC 20515-3510,202-225-6465,RepMikeTurner,RepMikeTurner,UC-6Ss-aZ3OPisf9GdVGtN8g,T000463,Mike Turner
Upton,Fred,Stephen,,,Fred Upton,1953-04-23,M,rep,MI,6,,Republican,https://upton.house.gov,2183 Rayburn House Office Building; Washington DC 20515-2206,202-225-3761,RepFredUpton,RepFredUpton,UCsN16IzEo4ViZNEMgeCrQ7w,U000031,Fred Upton
Van Hollen,Chris,,Jr.,,Chris Van Hollen,1959-01-10,M,sen,MD,,3,Democrat,https://www.vanhollen.senate.gov,110 Hart Senate Office Building Washington DC 20510,202-224-4654,ChrisVanHollen,chrisvanhollen,UCkpfJWu1N9Okd6PE_NidtBQ,V000128,Chris Van Hollen
Velázquez,Nydia,M.,,,Nydia M. Velázquez,1953-03-28,F,rep,NY,7,,Democrat,https://velazquez.house.gov,2302 Rayburn House Office Building; Washington DC 20515-3207,202-225-2361,NydiaVelazquez,8037068318,UCqMKPkKeeHFOOiZ9vxhXGVg,V000081,Nydia Velázquez
Visclosky,Peter,J.,,,Peter J. Visclosky,1949-08-13,M,rep,IN,1,,Democrat,https://visclosky.house.gov,2328 Rayburn House Office Building; Washington DC 20515-1401,202-225-2461,RepVisclosky,repvisclosky,UC9njNo6tTComo9Kn7imz7Mg,V000108,Pete Visclosky
Walberg,Tim,,,,Tim Walberg,1951-04-12,M,rep,MI,7,,Republican,https://walberg.house.gov,2266 Rayburn House Office Building; Washington DC 20515-2207,202-225-6276,RepWalberg,RepWalberg,UChpf3_3Wn8f3qSJbsYXrhvg,W000798,Tim Walberg
Walden,Greg,P.,,,Greg Walden,1957-01-10,M,rep,OR,2,,Republican,https://walden.house.gov,2185 Rayburn House Office Building; Washington DC 20515-3702,202-225-6730,RepGregWalden,repgregwalden,UCyaDp6ANSM9tvW7Y3LT_4KQ,W000791,Greg Walden
Wasserman Schultz,Debbie,,,,Debbie Wasserman Schultz,1966-09-27,F,rep,FL,23,,Democrat,https://wassermanschultz.house.gov,1114 Longworth House Office Building; Washington DC 20515-0923,202-225-7931,RepDWStweets,RepDWS,UCfHQiJVvMlYbVAxrMSLdO4w,W000797,Debbie Wasserman Schultz
Waters,Maxine,,,,Maxine Waters,1938-08-15,F,rep,CA,43,,Democrat,https://waters.house.gov,2221 Rayburn House Office Building; Washington DC 20515-0543,202-225-2201,RepMaxineWaters,MaxineWaters,UCOQ2js1VYFlo74n7Ns8WsLQ,W000187,Maxine Waters
Webster,Daniel,,,,Daniel Webster,1949-04-27,M,rep,FL,11,,Republican,https://webster.house.gov,1210 Longworth House Office Building; Washington DC 20515-0911,202-225-1002,RepWebster,RepWebster,UCCoX4VdU7U11eGEA0lbRtLw,W000806,Daniel Webster (Florida politician)
Welch,Peter,,,,Peter Welch,1947-05-02,M,rep,VT,0,,Democrat,https://welch.house.gov,2187 Rayburn House Office Building; Washington DC 20515-4500,202-225-4115,PeterWelch,PeterWelch,UC0YfApJx6qNaAQ-ir93U8xA,W000800,Peter Welch
Wilson,Joe,G.,,,Joe Wilson,1947-07-31,M,rep,SC,2,,Republican,https://joewilson.house.gov,1436 Longworth House Office Building; Washington DC 20515-4002,202-225-2452,RepJoeWilson,JoeWilson,UC3aR1B8m7Z1uycO65yDnpCg,W000795,Joe Wilson (American politician)
Wilson,Frederica,S.,,,Frederica S. Wilson,1942-11-05,F,rep,FL,24,,Democrat,https://wilson.house.gov,2445 Rayburn House Office Building; Washington DC 20515-0924,202-225-4506,RepWilson,RepWilson,UCP5QBhng_lHv-vJgE_h7lpA,W000808,Frederica Wilson
Wittman,Robert,J.,,,Robert J. Wittman,1959-02-03,M,rep,VA,1,,Republican,https://wittman.house.gov,2055 Rayburn House Office Building; Washington DC 20515-4601,202-225-4261,RobWittman,RepRobWittman,UCIqIb-OaTbkIdU426eYIdPg,W000804,Rob Wittman
Womack,Steve,,,,Steve Womack,1957-02-18,M,rep,AR,3,,Republican,https://womack.house.gov,2412 Rayburn House Office Building; Washington DC 20515-0403,202-225-4301,Rep_SteveWomack,RepSteveWomack,UCXJbUDLYX-wGIhRuN66hqZw,W000809,Steve Womack
Woodall,Rob,,,,Rob Woodall,1970-02-11,M,rep,GA,7,,Republican,https://woodall.house.gov,1724 Longworth House Office Building; Washington DC 20515-1007,202-225-4272,RepRobWoodall,RepRobWoodall,UC7MSlu8zV6Mf8wYzek2Cb-w,W000810,Rob Woodall
Wyden,Ron,,,,Ron Wyden,1949-05-03,M,sen,OR,,3,Democrat,https://www.wyden.senate.gov,221 Dirksen Senate Office Building Washington DC 20510,202-224-5244,RonWyden,,UCsd3UEaoLoqX60P88BdpGGw,W000779,Ron Wyden
Yarmuth,John,A.,,,John A. Yarmuth,1947-11-04,M,rep,KY,3,,Democrat,https://yarmuth.house.gov,402 Cannon House Office Building; Washington DC 20515-1703,202-225-5401,RepJohnYarmuth,214258646163,UCy5KW4yrEfEiyZRX45Eoxkg,Y000062,John Yarmuth
Young,Don,E.,,,Don Young,1933-06-09,M,rep,AK,0,,Republican,https://donyoung.house.gov,2314 Rayburn House Office Building; Washington DC 20515-0200,202-225-5765,RepDonYoung,RepDonYoung,UCg5ZIR5-82EbJiNeI1bqT-A,Y000033,Don Young
Young,Todd,C.,,,Todd Young,1972-08-24,M,sen,IN,,3,Republican,https://www.young.senate.gov,185 Dirksen Senate Office Building Washington DC 20510,202-224-5623,SenToddYoung,SenatorToddYoung,UCuknj4PGn91gHDNAfboZEgQ,Y000064,Todd Young
Amodei,Mark,E.,,,Mark E. Amodei,1958-06-12,M,rep,NV,2,,Republican,https://amodei.house.gov,104 Cannon House Office Building; Washington DC 20515-2802,202-225-6155,MarkAmodeiNV2,MarkAmodeiNV2,UCjOGx2iqSn1r3BQxaVgYhYw,A000369,Mark Amodei
Bonamici,Suzanne,,,,Suzanne Bonamici,1954-10-14,F,rep,OR,1,,Democrat,https://bonamici.house.gov,2231 Rayburn House Office Building; Washington DC 20515-3701,202-225-0855,RepBonamici,congresswomanbonamici,UC0IkAeEiwgzSRTD1TDSvuBw,B001278,Suzanne Bonamici
DelBene,Suzan,K.,,,Suzan K. DelBene,1962-02-17,F,rep,WA,1,,Democrat,https://delbene.house.gov,2330 Rayburn House Office Building; Washington DC 20515-4701,202-225-6311,RepDelBene,RepDelBene,UCd00b7TpKDZIr-Ujhaktvjg,D000617,Suzan DelBene
Massie,Thomas,,,,Thomas Massie,1971-01-13,M,rep,KY,4,,Republican,https://massie.house.gov,2453 Rayburn House Office Building; Washington DC 20515-1704,202-225-3465,RepThomasMassie,RepThomasMassie,UCpmXOtvvXC3GE8o9VxYNK7g,M001184,Thomas Massie
Payne,Donald,M.,Jr.,,"Donald M. Payne, Jr.",1958-12-17,M,rep,NJ,10,,Democrat,https://payne.house.gov,103 Cannon House Office Building; Washington DC 20515-3010,202-225-3436,RepDonaldPayne,DonaldPayneJr,UCTG_SeYsOgbngjv1Donyu0w,P000604,Donald Payne Jr.
Schatz,Brian,Emanuel,,,Brian Schatz,1972-10-20,M,sen,HI,,3,Democrat,https://www.schatz.senate.gov,722 Hart Senate Office Building Washington DC 20510,202-224-3934,SenBrianSchatz,SenBrianSchatz,UC8-mSYp2WqBiB_5iwtwKfow,S001194,Brian Schatz
Foster,Bill,,,,Bill Foster,1955-10-07,M,rep,IL,11,,Democrat,https://foster.house.gov,2366 Rayburn House Office Building; Washington DC 20515-1311,202-225-3515,RepBillFoster,CongressmanBillFoster,UCicixINQr_-3cFHI2bJzFpQ,F000454,Bill Foster (politician)
Titus,Dina,,,,Dina Titus,1950-05-23,F,rep,NV,1,,Democrat,https://titus.house.gov,2464 Rayburn House Office Building; Washington DC 20515-2801,202-225-5965,RepDinaTitus,CongresswomanTitus,UC_US4jNqECuMSNrB7yVCbbw,T000468,Dina Titus
Cotton,Tom,,,,Tom Cotton,1977-05-13,M,sen,AR,,2,Republican,https://www.cotton.senate.gov,326 Russell Senate Office Building Washington DC 20510,202-224-2353,SenTomCotton,SenatorTomCotton,UCXEk6mokWBajIpNatbjnwSg,C001095,Tom Cotton
Sinema,Kyrsten,,,,Kyrsten Sinema,1976-07-12,F,sen,AZ,,1,Democrat,https://www.sinema.senate.gov,317 Hart Senate Office Building Washington DC 20510,202-224-4521,SenatorSinema,CongresswomanSinema,UC4NzhW7D4lQdukSGWmFnK9w,S001191,Kyrsten Sinema
LaMalfa,Doug,,,,Doug LaMalfa,1960-07-02,M,rep,CA,1,,Republican,https://lamalfa.house.gov,322 Cannon House Office Building; Washington DC 20515-0501,202-225-3076,RepLaMalfa,RepLaMalfa,UCUzz1XDn862fxirervSB2Yw,L000578,Doug LaMalfa
Huffman,Jared,,,,Jared Huffman,1964-02-18,M,rep,CA,2,,Democrat,https://huffman.house.gov,1527 Longworth House Office Building; Washington DC 20515-0502,202-225-5161,RepHuffman,RepHuffman,UCJU6SP1ppp1ZhSiqZLiFgDA,H001068,Jared Huffman
Bera,Ami,,,,Ami Bera,1965-03-02,M,rep,CA,7,,Democrat,https://bera.house.gov,1727 Longworth House Office Building; Washington DC 20515-0507,202-225-5716,RepBera,RepAmiBera,UClJCTCo53Zk6b4kUL-bbdzg,B001287,Ami Bera
Cook,Paul,,,,Paul Cook,1943-03-03,M,rep,CA,8,,Republican,https://cook.house.gov,1027 Longworth House Office Building; Washington DC 20515-0508,202-225-5861,RepPaulCook,RepPaulCook,UCqK--hf5cuvg7BR_oisyRiA,C001094,Paul Cook (politician)
Swalwell,Eric,,,,Eric Swalwell,1980-11-16,M,rep,CA,15,,Democrat,https://swalwell.house.gov,407 Cannon House Office Building; Washington DC 20515-0515,202-225-5065,RepSwalwell,CongressmanEricSwalwell,UCKvwsFNGD4sDkE_9g-2ft0w,S001193,Eric Swalwell
Brownley,Julia,,,,Julia Brownley,1952-08-28,F,rep,CA,26,,Democrat,https://juliabrownley.house.gov,2262 Rayburn House Office Building; Washington DC 20515-0526,202-225-5811,RepBrownley,RepJuliaBrownley,UCFrC4Ouk5R6xQztS9PZin_A,B001285,Julia Brownley
Cárdenas,Tony,,,,Tony Cárdenas,1963-03-31,M,rep,CA,29,,Democrat,https://cardenas.house.gov,2438 Rayburn House Office Building; Washington DC 20515-0529,202-225-6131,RepCardenas,repcardenas,UCm6ug1-yvYGL0F6DvYxfFBA,C001097,Tony Cárdenas
Ruiz,Raul,,,,Raul Ruiz,1972-08-25,M,rep,CA,36,,Democrat,https://ruiz.house.gov,2342 Rayburn House Office Building; Washington DC 20515-0536,202-225-5330,RepRaulRuizMD,CongressmanRaulRuizMD,UCSDk-cyNPCo1iy6rweSPmBw,R000599,Raul Ruiz (politician)
Takano,Mark,,,,Mark Takano,1960-12-10,M,rep,CA,41,,Democrat,https://takano.house.gov,420 Cannon House Office Building; Washington DC 20515-0541,202-225-2305,RepMarkTakano,RepMarkTakano,UCJg4F1irmSFeKoXZBaZbX2w,T000472,Mark Takano
Lowenthal,Alan,S.,,,Alan S. Lowenthal,1941-03-08,M,rep,CA,47,,Democrat,https://lowenthal.house.gov,108 Cannon House Office Building; Washington DC 20515-0547,202-225-7924,RepLowenthal,RepLowenthal,UC-GgROtn5Hxm1H9a6qvy_Wg,L000579,Alan Lowenthal
Vargas,Juan,,,,Juan Vargas,1961-03-07,M,rep,CA,51,,Democrat,https://vargas.house.gov,2244 Rayburn House Office Building; Washington DC 20515-0551,202-225-8045,RepJuanVargas,RepJuanVargas,UCpMthf8y7bEMJH_td0dznRQ,V000130,Juan Vargas
Peters,Scott,H.,,,Scott H. Peters,1958-06-17,M,rep,CA,52,,Democrat,https://scottpeters.house.gov,2338 Rayburn House Office Building; Washington DC 20515-0552,202-225-0508,RepScottPeters,RepScottPeters,UCQK77QJxW7Xr-S3zqeMd-0g,P000608,Scott Peters (politician)
Yoho,Ted,S.,,,Ted S. Yoho,1955-04-13,M,rep,FL,3,,Republican,https://yoho.house.gov,1730 Longworth House Office Building; Washington DC 20515-0903,202-225-5744,RepTedYoho,CongressmanTedYoho,UCGmDQgEgP2Z0NjavmnS9Hwg,Y000065,Ted Yoho
Frankel,Lois,,,,Lois Frankel,1948-05-16,F,rep,FL,21,,Democrat,https://frankel.house.gov,2305 Rayburn House Office Building; Washington DC 20515-0921,202-225-9890,RepLoisFrankel,RepLoisFrankel,UCEk5viAhxaW_2OK20-yBwzQ,F000462,Lois Frankel
Collins,Doug,,,,Doug Collins,1966-08-16,M,rep,GA,9,,Republican,https://dougcollins.house.gov,1504 Longworth House Office Building; Washington DC 20515-1009,202-225-9893,RepDougCollins,RepresentativeDougCollins,UCgKTZXOJX2UwAdLNZ4MQdig,C001093,Doug Collins (politician)
Gabbard,Tulsi,,,,Tulsi Gabbard,1981-04-12,F,rep,HI,2,,Democrat,https://gabbard.house.gov,1433 Longworth House Office Building; Washington DC 20515-1102,202-225-4906,TulsiPress,RepTulsiGabbard,UCkQmC0YfIU4388Tu0_k4esA,G000571,Tulsi Gabbard
Duckworth,Tammy,,,,Tammy Duckworth,1968-03-12,F,sen,IL,,3,Democrat,https://www.duckworth.senate.gov,524 Hart Senate Office Building Washington DC 20510,202-224-2854,SenDuckworth,SenDuckworth,UCYRWRvUxtjaHnFMCbdd94tg,D000622,Tammy Duckworth
Davis,Rodney,,,,Rodney Davis,1970-01-05,M,rep,IL,13,,Republican,https://rodneydavis.house.gov,1740 Longworth House Office Building; Washington DC 20515-1313,202-225-2371,RodneyDavis,RepRodneyDavis,UCiGPTfpwRxqQp0Bam5S8zwA,D000619,Rodney Davis (politician)
Bustos,Cheri,,,,Cheri Bustos,1961-10-17,F,rep,IL,17,,Democrat,https://bustos.house.gov,1233 Longworth House Office Building; Washington DC 20515-1317,202-225-5905,RepCheri,RepCheri,UCrkOYuIsVeb4dvKeeO7jnaA,B001286,Cheri Bustos
Walorski,Jackie,,,,Jackie Walorski,1963-08-17,F,rep,IN,2,,Republican,https://walorski.house.gov,419 Cannon House Office Building; Washington DC 20515-1402,202-225-3915,RepWalorski,RepJackieWalorski,UC8fsSDjVJ_VnCF3ccx3Lkng,W000813,Jackie Walorski
Brooks,Susan,W.,,,Susan W. Brooks,1960-08-25,F,rep,IN,5,,Republican,https://susanwbrooks.house.gov,2211 Rayburn House Office Building; Washington DC 20515-1405,202-225-2276,SusanWBrooks,congresswomansusanwbrooks,UCMd7LzaBcbQ06aKHoj9KkSQ,B001284,Susan Brooks
Barr,Garland,,,Andy,Andy Barr,1973-07-24,M,rep,KY,6,,Republican,https://barr.house.gov,2430 Rayburn House Office Building; Washington DC 20515-1706,202-225-4706,RepAndyBarr,RepAndyBarr,UCVL2s6x7f7H0ZJ-uwU0pQ6Q,B001282,Andy Barr (American politician)
Warren,Elizabeth,,,,Elizabeth Warren,1949-06-22,F,sen,MA,,1,Democrat,https://www.warren.senate.gov,309 Hart Senate Office Building Washington DC 20510,202-224-4543,SenWarren,senatorelizabethwarren,UCTH9zV8Imw09J5bOoTR18_A,W000817,Elizabeth Warren
Kennedy,Joseph,P.,III,,Joseph P. Kennedy III,1980-10-04,M,rep,MA,4,,Democrat,https://kennedy.house.gov,304 Cannon House Office Building; Washington DC 20515-2104,202-225-5931,RepJoeKennedy,301936109927957,UCgfHlaGqxD8p-2V_YlNIqrA,K000379,Joe Kennedy III
King,Angus,,,,"Angus S. King, Jr.",1944-03-31,M,sen,ME,,1,Independent,https://www.king.senate.gov,133 Hart Senate Office Building Washington DC 20510,202-224-5344,SenAngusKing,SenatorAngusSKingJr,UCpp6lGvrmt0XU_lnD4Ak0gA,K000383,Angus King
Kildee,Daniel,T.,,,Daniel T. Kildee,1958-08-11,M,rep,MI,5,,Democrat,https://dankildee.house.gov,203 Cannon House Office Building; Washington DC 20515-2205,202-225-3611,RepDanKildee,RepDanKildee,UC_KpQ-n3IT5dL5ul21XA9Yw,K000380,Dan Kildee
Wagner,Ann,,,,Ann Wagner,1962-09-13,F,rep,MO,2,,Republican,https://wagner.house.gov,2350 Rayburn House Office Building; Washington DC 20515-2502,202-225-1621,RepAnnWagner,RepAnnWagner,UCy2v2DXXvQnbRc8Zx77Dnsg,W000812,Ann Wagner
Daines,Steve,,,,Steve Daines,1962-08-20,M,sen,MT,,2,Republican,https://www.daines.senate.gov,320 Hart Senate Office Building Washington DC 20510,202-224-2651,SteveDaines,SteveDainesMT,UC-ny-W5mEUGytiyMdXbQ20Q,D000618,Steve Daines
Hudson,Richard,,,,Richard Hudson,1971-11-04,M,rep,NC,8,,Republican,https://hudson.house.gov,2112 Rayburn House Office Building; Washington DC 20515-3308,202-225-3715,RepRichHudson,RepRichHudson,UC9Q1qCvnQR7rHERjTjJl5Pg,H001067,Richard Hudson (American politician)
